patch,label,sequence,feature,tree,graph,codet5,plbart,unixcoder,graphcodebert,codebert
jGenProg_Math_49_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_50_defects4j_patch1,1,0,1,0,0,0,0,0,0,0
jGenProg_Math_60_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_71_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_73_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_78_defects4j_patch1,1,0,0,1,1,1,1,1,1,1
jGenProg_Math_8_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_8_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_80_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_81_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_82_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_84_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_84_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_85_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_95_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Math_95_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jGenProg_Time_11_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jGenProg_Time_4_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jKali_Chart_1_defects4j_patch4,1,1,1,1,1,1,1,1,1,1
jKali_Chart_13_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
jKali_Chart_13_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
jKali_Chart_15_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jKali_Chart_25_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
jKali_Chart_26_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jKali_Chart_5_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
jKali_Closure_45_defects4j_patch2,1,1,0,0,1,1,1,1,1,1
jKali_Closure_62_defects4j_patch2,1,0,0,0,1,1,1,1,1,1
jKali_Lang_22_defects4j_patch2,1,1,1,0,1,1,1,1,1,1
jKali_Lang_27_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jKali_Math_29_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jKali_Math_32_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jKali_Math_40_defects4j_patch1,1,1,1,1,0,1,1,1,1,1
jKali_Math_71_defects4j_patch2,1,0,0,0,0,1,0,0,0,1
jKali_Math_80_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
jKali_Math_81_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jKali_Math_84_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jKali_Math_95_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jKali_Time_4_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
jMutRepair_Chart_25_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jMutRepair_Chart_26_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jMutRepair_Chart_7_defects4j_patch2,1,1,1,1,1,0,0,0,1,1
jMutRepair_Closure_126_defects4j_patch2,1,1,0,1,1,1,1,1,1,1
jMutRepair_Closure_21_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jMutRepair_Lang_22_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jMutRepair_Math_28_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jMutRepair_Math_50_defects4j_patch2,1,1,1,0,0,1,1,1,0,1
jMutRepair_Math_52_defects4j_patch2,1,0,0,0,0,0,1,0,0,0
jMutRepair_Math_57_defects4j_patch2,1,1,1,1,1,0,1,1,0,1
jMutRepair_Math_80_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
jMutRepair_Math_81_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Chart_14_defects4j_patch1,1,0,1,1,1,0,0,1,0,1
kPAR_Chart_5_defects4j_patch2,1,1,0,1,1,1,1,1,1,1
kPAR_Closure_115_defects4j_patch2,1,0,0,0,0,0,0,0,0,0
kPAR_Closure_126_defects4j_patch1,1,1,0,0,0,1,0,1,1,0
kPAR_Closure_35_defects4j_patch2,1,1,1,0,0,1,0,0,0,1
kPAR_Closure_46_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Closure_62_defects4j_patch2,1,1,1,1,1,0,1,0,0,0
kPAR_Lang_10_defects4j_patch2,1,0,0,0,0,0,0,0,0,0
kPAR_Lang_16_defects4j_patch2,1,0,1,1,1,0,0,1,1,1
kPAR_Lang_20_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
kPAR_Lang_20_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
kPAR_Lang_20_defects4j_patch4,1,1,1,1,1,1,1,1,1,1
kPAR_Lang_21_defects4j_patch5,1,0,0,0,0,0,0,0,0,0
kPAR_Lang_27_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Lang_51_defects4j_patch2,1,0,1,1,1,1,1,1,1,1
kPAR_Lang_58_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Lang_59_defects4j_patch2,1,1,1,1,0,1,1,1,1,1
kPAR_Math_104_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
kPAR_Math_2_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Math_40_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Math_43_defects4j_patch1,1,0,1,1,1,1,1,0,1,1
kPAR_Math_43_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
kPAR_Math_43_defects4j_patch4,1,1,0,1,1,1,1,1,1,1
kPAR_Math_43_defects4j_patch5,1,1,1,1,1,1,1,1,1,1
kPAR_Math_49_defects4j_patch3,1,0,0,0,0,0,0,0,0,0
kPAR_Math_62_defects4j_patch2,1,1,0,1,0,1,1,1,1,1
kPAR_Math_8_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Math_82_defects4j_patch2,1,1,1,1,1,1,1,1,1,1
kPAR_Math_88_defects4j_patch3,1,1,1,1,1,1,1,1,1,1
kPAR_Time_17_defects4j_patch2,1,1,0,1,1,1,1,1,1,0
ssFix_Chart_1_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
ssFix_Lang_27_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
ssFix_Math_20_defects4j_patch1,1,1,1,1,1,1,1,1,1,1
ssFix_Math_57_defects4j_patch1,1,0,0,1,1,0,1,1,0,1
ssFix_Math_79_defects4j_patch1,1,0,0,1,0,0,0,0,0,0
3sFix_Closure_126_defects4j_patch1,0,1,0,1,0,1,1,1,1,1
ACS_Chart_14_defects4j_patch1,0,0,1,1,1,1,1,0,0,0
ACS_Chart_14_defects4j_patch2,0,0,1,1,1,0,1,0,1,0
ACS_Chart_14_defects4j_patch3,0,0,1,0,0,0,1,0,1,0
ACS_Chart_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
ACS_Chart_19_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Lang_24_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
ACS_Lang_24_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Lang_35_defects4j_patch1,0,1,0,1,0,0,1,0,0,0
ACS_Lang_7_defects4j_patch1,0,0,1,1,0,1,0,1,1,0
ACS_Lang_7_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
ACS_Math_25_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
ACS_Math_25_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Math_3_defects4j_patch2,0,0,1,1,0,0,0,0,0,0
ACS_Math_3_defects4j_patch3,0,0,1,0,0,0,0,1,0,0
ACS_Math_35_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
ACS_Math_35_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Math_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
ACS_Math_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
ACS_Math_4_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Math_5_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Math_61_defects4j_patch1,0,0,1,0,0,0,0,1,1,0
ACS_Math_61_defects4j_patch2,0,0,1,0,0,0,0,0,0,1
ACS_Math_82_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
ACS_Math_82_defects4j_patch3,0,1,1,1,1,1,1,1,1,1
ACS_Math_85_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
ACS_Math_85_defects4j_patch3,0,1,1,1,1,1,1,1,1,1
ACS_Math_89_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Math_90_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Math_93_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
ACS_Math_99_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
ACS_Math_99_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
ACS_Time_15_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
AVATAR_Closure_115_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
AVATAR_Closure_2_defects4j_patch2,0,0,0,0,0,0,0,1,0,0
AVATAR_Closure_38_defects4j_patch2,0,0,1,0,1,0,0,0,0,0
AVATAR_Math_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
AVATAR_Math_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
AVATAR_Math_4_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Arja_Chart_12_defects4j_patch1,0,1,1,1,1,1,1,0,1,1
Arja_Chart_12_defects4j_patch2,0,1,1,1,0,1,1,0,1,1
Arja_Chart_3_defects4j_patch1,0,0,1,0,0,1,0,0,1,1
Arja_Chart_5_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
Arja_Closure_115_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Arja_Lang_20_defects4j_patch1,0,0,1,1,1,1,1,0,0,1
Arja_Lang_35_defects4j_patch1,0,0,0,1,0,0,1,0,0,0
Arja_Lang_45_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
Arja_Math_35_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Arja_Math_39_defects4j_patch1,0,1,0,0,0,1,0,0,1,0
Arja_Math_50_defects4j_patch2,0,0,1,0,0,0,1,0,0,1
Arja_Math_53_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Arja_Math_58_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Arja_Math_73_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
Arja_Math_98_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Arja_Time_15_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
CapGen_Chart_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
CapGen_Lang_26_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
CapGen_Lang_57_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
CapGen_Lang_57_defects4j_patch4,0,0,0,0,1,0,0,0,0,0
CapGen_Lang_57_defects4j_patch5,0,0,0,0,0,0,0,0,0,0
CapGen_Math_53_defects4j_patch2,0,0,0,0,0,0,1,0,1,0
CapGen_Math_63_defects4j_patch1,0,1,1,1,0,0,0,1,0,1
CapGen_Math_65_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
CapGen_Math_85_defects4j_patch1,0,1,1,1,0,1,1,1,1,1
ConFix_Closure_38_defects4j_patch1,0,1,1,1,0,0,0,0,0,0
ConFix_Closure_73_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
ConFix_Lang_51_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
ConFix_Time_19_defects4j_patch1,0,0,0,0,1,0,0,0,0,0
DeepRepair_Lang_10_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
DeepRepair_Lang_22_defects4j_patch1,0,1,1,1,1,1,1,1,1,1
DeepRepair_Lang_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
DeepRepair_Lang_7_defects4j_patch1,0,0,1,1,1,1,0,1,1,0
Developer_Chart_1_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Chart_10_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Chart_11_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Chart_12_defects4j_patch2,0,1,1,1,1,1,1,0,1,1
Developer_Chart_13_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Chart_14_defects4j_patch2,0,0,1,0,0,0,0,1,0,0
Developer_Chart_15_defects4j_patch2,0,0,1,1,1,1,1,0,1,1
Developer_Chart_16_defects4j_patch2,0,0,0,1,0,0,1,0,1,1
Developer_Chart_17_defects4j_patch2,0,1,0,1,1,0,1,0,0,1
Developer_Chart_18_defects4j_patch2,0,1,1,1,0,1,1,0,0,1
Developer_Chart_18_defects4j_patch3,0,0,0,0,1,0,0,1,0,0
Developer_Chart_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Chart_2_defects4j_patch2,0,1,1,0,1,1,1,1,1,1
Developer_Chart_20_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Chart_21_defects4j_patch2,0,1,1,0,1,1,1,1,1,1
Developer_Chart_22_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Chart_24_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Chart_25_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Chart_26_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Chart_3_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Chart_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Chart_5_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Chart_6_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Chart_7_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Chart_8_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Chart_9_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Cli_10_defects4j_patch1,0,1,1,0,0,0,0,0,0,0
Developer_Cli_11_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_12_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_13_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Cli_14_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_15_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Cli_16_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_16_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Cli_17_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_18_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_19_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_2_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_20_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_21_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Cli_21_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Cli_22_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_23_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_24_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_25_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_26_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_27_defects4j_patch1,0,0,0,1,0,0,0,0,0,0
Developer_Cli_28_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_29_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_3_defects4j_patch1,0,0,1,0,0,0,1,0,0,1
Developer_Cli_30_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_30_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Cli_31_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Cli_31_defects4j_patch3,0,0,0,0,1,0,0,0,0,0
Developer_Cli_32_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_33_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_34_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Cli_35_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_37_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_38_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_39_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_4_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_40_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_5_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_8_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Cli_9_defects4j_patch1,0,0,0,0,0,0,0,0,0,0
Developer_Closure_1_defects4j_patch2,0,0,1,1,0,1,1,1,1,1
Developer_Closure_10_defects4j_patch2,0,0,0,1,0,1,0,0,0,0
Developer_Closure_100_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_101_defects4j_patch2,0,1,1,1,1,0,0,0,0,0
Developer_Closure_102_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_103_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_103_defects4j_patch3,0,0,1,0,0,1,1,0,1,1
Developer_Closure_104_defects4j_patch2,0,0,0,1,0,1,0,0,1,1
Developer_Closure_105_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_106_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_106_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_107_defects4j_patch2,0,1,0,1,1,1,1,1,1,1
Developer_Closure_108_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Closure_109_defects4j_patch2,0,1,1,1,0,1,0,0,0,0
Developer_Closure_11_defects4j_patch2,0,0,0,0,1,0,1,0,0,0
Developer_Closure_110_defects4j_patch2,0,0,0,0,0,1,0,1,1,1
Developer_Closure_110_defects4j_patch3,0,0,0,0,0,0,0,1,0,0
Developer_Closure_112_defects4j_patch2,0,0,0,1,0,0,1,1,0,1
Developer_Closure_113_defects4j_patch2,0,1,0,1,0,1,1,0,1,1
Developer_Closure_114_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_115_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_116_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_117_defects4j_patch2,0,1,1,1,1,0,0,1,1,1
Developer_Closure_118_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_119_defects4j_patch2,0,0,0,0,1,0,0,0,0,1
Developer_Closure_12_defects4j_patch2,0,0,0,1,0,1,0,0,0,0
Developer_Closure_120_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_121_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_122_defects4j_patch2,0,1,0,1,0,1,1,1,1,0
Developer_Closure_123_defects4j_patch2,0,1,0,0,0,0,0,1,0,0
Developer_Closure_124_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_125_defects4j_patch2,0,1,1,0,0,0,1,1,1,0
Developer_Closure_126_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Closure_127_defects4j_patch2,0,1,0,0,1,0,0,0,0,0
Developer_Closure_128_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_129_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_13_defects4j_patch2,0,0,0,0,0,0,1,1,0,0
Developer_Closure_130_defects4j_patch2,0,1,0,0,1,1,1,1,1,1
Developer_Closure_131_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_132_defects4j_patch2,0,0,0,0,0,0,0,1,0,0
Developer_Closure_133_defects4j_patch2,0,0,0,1,0,0,0,0,1,0
Developer_Closure_14_defects4j_patch2,0,0,0,1,1,1,0,1,1,0
Developer_Closure_16_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_17_defects4j_patch2,0,1,1,1,0,0,0,1,1,0
Developer_Closure_18_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Closure_19_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_2_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_20_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Closure_21_defects4j_patch2,0,0,1,1,1,1,0,1,0,0
Developer_Closure_22_defects4j_patch2,0,0,1,1,1,0,1,1,0,0
Developer_Closure_23_defects4j_patch2,0,0,0,0,0,1,0,0,0,0
Developer_Closure_24_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_25_defects4j_patch2,0,0,0,0,0,0,1,1,0,0
Developer_Closure_26_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_27_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Closure_29_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_3_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Closure_30_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_30_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_31_defects4j_patch2,0,0,0,0,1,1,0,0,0,0
Developer_Closure_32_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Closure_33_defects4j_patch2,0,1,1,1,1,1,1,1,1,1
Developer_Closure_34_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_34_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_35_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Closure_36_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_37_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_37_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_38_defects4j_patch2,0,1,0,1,1,0,0,0,0,0
Developer_Closure_39_defects4j_patch2,0,0,0,0,1,1,1,0,1,1
Developer_Closure_4_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_40_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_41_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_42_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_43_defects4j_patch2,0,0,1,0,0,0,0,0,0,0
Developer_Closure_44_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Closure_45_defects4j_patch2,0,0,1,1,1,1,1,0,1,1
Developer_Closure_47_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_47_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_48_defects4j_patch2,0,1,1,0,0,1,0,1,0,0
Developer_Closure_49_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_5_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_50_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Closure_51_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Closure_52_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_53_defects4j_patch2,0,0,0,0,0,1,0,1,1,0
Developer_Closure_54_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_54_defects4j_patch3,0,0,1,1,1,0,1,1,0,0
Developer_Closure_55_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Closure_56_defects4j_patch2,0,0,0,0,1,0,0,0,0,1
Developer_Closure_57_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_58_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_59_defects4j_patch2,0,0,1,0,1,1,0,1,0,0
Developer_Closure_6_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_60_defects4j_patch2,0,0,0,0,0,0,1,0,1,0
Developer_Closure_61_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_62_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Closure_64_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_65_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_66_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Closure_67_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_68_defects4j_patch2,0,0,1,1,1,1,1,1,1,1
Developer_Closure_69_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_7_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Closure_70_defects4j_patch2,0,1,0,0,0,0,0,0,1,0
Developer_Closure_71_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Closure_72_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_72_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_73_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_74_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Closure_75_defects4j_patch2,0,0,1,1,1,1,1,0,0,1
Developer_Closure_76_defects4j_patch2,0,0,0,0,0,0,0,0,1,0
Developer_Closure_77_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_78_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Closure_79_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_79_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_8_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_80_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Closure_81_defects4j_patch2,0,1,0,0,0,0,0,0,0,0
Developer_Closure_82_defects4j_patch2,0,0,0,0,0,0,0,1,0,0
Developer_Closure_83_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_84_defects4j_patch2,0,0,0,0,1,0,0,0,0,0
Developer_Closure_85_defects4j_patch2,0,0,0,1,0,0,0,0,0,0
Developer_Closure_86_defects4j_patch2,0,1,1,1,0,1,1,1,1,1
Developer_Closure_87_defects4j_patch2,0,0,0,0,0,1,1,0,0,1
Developer_Closure_88_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_89_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_89_defects4j_patch3,0,0,0,0,0,0,0,0,0,0
Developer_Closure_9_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_90_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
Developer_Closure_90_defects4j_patch3,0,0,0,0,0,1,0,0,0,0
Developer_Closure_91_defects4j_patch2,0,0,0,0,0,0,0,0,0,0
